Gene stable ID	Gene Name	GenBank ID	NCBI gene (formerly Entrezgene) accession	NCBI gene (formerly Entrezgene) ID	Type
FBgn0022224	ubl	AQ034141	35592	35592	protein_coding
FBgn0032424	CG17010	BE662002	34650	34650	protein_coding
FBgn0052250	PMP34	BT001624	38532	38532	protein_coding
FBgn0033616	CG7745	AW943152	36210	36210	protein_coding
FBgn0029895	CG14441	DQ327751	31611	31611	protein_coding
FBgn0033728	Cpr49Ae	AI515083	36351	36351	protein_coding
FBgn0085494	Mst77Y-16Psi	GQ868258	5740181	5740181	pseudogene
FBgn0029778	RhoGAP5A	AY050239	31473	31473	protein_coding
FBgn0037750	Whamy	BI369608	41198	41198	protein_coding
FBgn0086030	snoRNA:Me18S-G393	AJ784388	5740104	5740104	sncRNA
FBgn0004132	boca	AW944564	48986	48986	protein_coding
FBgn0032749	Phlpp		35178	35178	protein_coding
FBgn0037176	CG14456		40481	40481	protein_coding
FBgn0002521	pho	AY312780	43819	43819	protein_coding
FBgn0041629	Hexo2	CZ486657	31808	31808	protein_coding
FBgn0029501	Crtp	AY118709	44276	44276	protein_coding
FBgn0028740	CG6362	AL035311	37032	37032	protein_coding
FBgn0011606	Klp3A	AF132186	31240	31240	protein_coding
FBgn0038205	Kif19A		41717	41717	protein_coding
FBgn0028743	Dhit	AW943491	37037	37037	protein_coding
FBgn0050471	CG30471		246633	246633	protein_coding
FBgn0035798	frac	AY129449	38850	38850	protein_coding
FBgn0086666	snoRNA:Psi28S-2179	AJ629277	3771847	3771847	sncRNA
FBgn0031276	CG12506		33249	33249	protein_coding
FBgn0265061	lncRNA:CR44172		14462558	14462558	lncRNA
FBgn0033353	CG13749		35894	35894	protein_coding
FBgn0283461	Drs	AI260154	38419	38419	protein_coding
FBgn0010877	l(3)05822	BG661102	47260	47260	protein_coding
FBgn0035068	CG12849		37971	37971	protein_coding
FBgn0263408	asRNA:CR43454		12798520	12798520	lncRNA
FBgn0266668	Exo84	AX201671	43163	43163	protein_coding
FBgn0035696	Best2	CZ466160	38727	38727	protein_coding
FBgn0005427	ewg	BI231553	30975	30975	protein_coding
FBgn0263082	CG43350		12798309	12798309	protein_coding
FBgn0041709	yellow-g	AA694783	38294	38294	protein_coding
FBgn0263481	snoRNA:lola-b		12798398	12798398	sncRNA
FBgn0039407	CG14544	BI638732	43170	43170	protein_coding
FBgn0263377	asRNA:CR43429		12798483	12798483	lncRNA
FBgn0034788	CG13532	AY071285	37632	37632	protein_coding
FBgn0053784	CG33784		3772181	3772181	protein_coding
FBgn0051406	CG31406	BF498814	318715	318715	protein_coding
FBgn0037093	Cdk12	AX154816	40385	40385	protein_coding
FBgn0039489	CG5880	CZ468358	43268	43268	protein_coding
FBgn0266278	lncRNA:CR44963		19835737	19835737	lncRNA
FBgn0037609	CG9773	CZ483592	41029	41029	protein_coding
FBgn0033640	CG13198		36245	36245	protein_coding
FBgn0053988	Mid1	BT015239	37953	37953	protein_coding
FBgn0261807	CG42753		10178923	10178923	protein_coding
FBgn0035025	uri	AA949687	37924	37924	protein_coding
FBgn0022985	qkr58E-2	CZ466494	37562	37562	protein_coding
FBgn0033942	Cpr51A	AY070997	36613	36613	protein_coding
FBgn0020620	RN-tre	AW943419	36554	36554	protein_coding
FBgn0029730	boil		31416	31416	protein_coding
FBgn0005624	Psc	CL706569	36431	36431	protein_coding
FBgn0003720	tll	M34639	43656	43656	protein_coding
FBgn0037796	CG12814	AW941759	41246	41246	protein_coding
FBgn0035844	CG13676	BI162423	38906	38906	protein_coding
FBgn0039760	CG9682	AX154891	43602	43602	protein_coding
FBgn0267991	lncRNA:CR46258		26067568	26067568	lncRNA
FBgn0046294	CG12699	AI947173	36944	36944	protein_coding
FBgn0262410	mir-6-2	AJ421765	12798352	12798352	sncRNA
FBgn0265434	zip	AA391735	38001	38001	protein_coding
FBgn0032008	CG14277	BI587524	34129	34129	protein_coding
FBgn0015288	RpL22	U42587	31022	31022	protein_coding
FBgn0034493	CG8908	CZ484797	37293	37293	protein_coding
FBgn0262107	asRNA:CR42860		10178962	10178962	lncRNA
FBgn0039288	CG13653		43025	43025	protein_coding
FBgn0000330	cm	AY069388	31647	31647	protein_coding
FBgn0266195	Tgs1		59260	59260	protein_coding
FBgn0032021	CG7781	BI577348	34143	34143	protein_coding
FBgn0002552	lin	AW943673	45325	45325	protein_coding
FBgn0041706	CG3253	AY047534	37861	37861	protein_coding
FBgn0036112	CG14147	BI173230	39227	39227	protein_coding
FBgn0000504	dsx	CZ483147	40940	40940	protein_coding
FBgn0266351	asRNA:CR45000		19835542	19835542	lncRNA
FBgn0033762	ZnT49B	AY070998	36393	36393	protein_coding
FBgn0028554	x16	AJ249466	33967	33967	protein_coding
FBgn0025836	RhoGAP1A	AY312787	5740235	5740235	protein_coding
FBgn0036713	Mip	AI237979	39933	39933	protein_coding
FBgn0051423	Ir94c		318727	318727	protein_coding
FBgn0010342	Map60	U38248	35991	35991	protein_coding
FBgn0259974	Sfp84E	EU755349	8674093	8674093	protein_coding
FBgn0262838	BomT1		12798334	12798334	protein_coding
FBgn0042179	Ugt305A1	DQ062796	59217	59217	protein_coding
FBgn0035854	CG8005	BI482051	38917	38917	protein_coding
FBgn0266211	CR44906				pseudogene
FBgn0260793	2mit		41616	41616	protein_coding
FBgn0261360	CG42637		8674026	8674026	protein_coding
FBgn0039066	EloA	AA201913	42749	42749	protein_coding
FBgn0030038	CG1440	AY118343	31776	31776	protein_coding
FBgn0034050	bug	AI518981	36749	36749	protein_coding
FBgn0267256	lncRNA:CR45692		19835499	19835499	lncRNA
FBgn0030745	CG4239	BZ748865	32606	32606	protein_coding
FBgn0285952	eEF5	AF187730	37846	37846	protein_coding
FBgn0265307	lncRNA:CR44280		19835355	19835355	lncRNA
FBgn0038974	CG5377	AY119260	42645	42645	protein_coding
FBgn0015040	Cyp9c1	DQ017418	37941	37941	protein_coding
FBgn0267299	lncRNA:CR45735		19834781	19834781	lncRNA
FBgn0051730	CG31730		318920	318920	protein_coding
FBgn0039742	CG15528		43575	43575	protein_coding
FBgn0029907	Atx-1		31624	31624	protein_coding
FBgn0030367	Cyp311a1	AY094906	32170	32170	protein_coding
FBgn0035871	BI-1	AI238304	38936	38936	protein_coding
FBgn0264855	AP-2alpha	AQ073654	33211	33211	protein_coding
FBgn0053544	Vkor	BK003863	3346188	3346188	protein_coding
FBgn0051788	CG31788		318942	318942	protein_coding
FBgn0263596	CG43618		12798057	12798057	protein_coding
FBgn0061356	CG18003	BT004835	3771779	3771779	protein_coding
FBgn0031732	CG11149	BI369779	33800	33800	protein_coding
FBgn0052687	CG32687	BI588147	31980	31980	protein_coding
FBgn0036671	CG9951	AY058359	39888	39888	protein_coding
FBgn0262332	mir-968		12798197	12798197	sncRNA
FBgn0267322	lncRNA:CR45758		19835268	19835268	lncRNA
FBgn0010043	GstD7	M97702	48340	48340	protein_coding
FBgn0053140	CG33140	BF487188	35642	35642	protein_coding
FBgn0036080	Or67d		39191	39191	protein_coding
FBgn0043002	Chrac-14	BH614957	3772329	3772329	protein_coding
FBgn0265725	CG44532		19835861	19835861	protein_coding
FBgn0267075	lncRNA:CR45519		19835360	19835360	lncRNA
FBgn0037419	Osi12	BI620590	40766	40766	protein_coding
FBgn0262228	mir-975		12798179	12798179	sncRNA
FBgn0037637	IscU	AY060228	41059	41059	protein_coding
FBgn0259745	wech	BH900975	44653	44653	protein_coding
FBgn0030647	CG6324		32481	32481	protein_coding
FBgn0051897	CG31897	AI946763	319011	319011	protein_coding
FBgn0036738	CG7542	AY089278	39960	39960	protein_coding
FBgn0265869	lncRNA:CR44658		19835621	19835621	lncRNA
FBgn0016919	nompB	CZ469462	35414	35414	protein_coding
FBgn0031288	CG13949	BF504809	33266	33266	protein_coding
FBgn0040338	TfIIA-S-2	AA695560	31048	31048	protein_coding
FBgn0266030	lncRNA:CR44795		19835033	19835033	lncRNA
FBgn0013987	MAPk-Ak2	AW944418	44573	44573	protein_coding
FBgn0039688	Kul		43501	43501	protein_coding
FBgn0034391	CG15080	BI240368	37167	37167	protein_coding
FBgn0266329	lncRNA:CR44994		19835747	19835747	lncRNA
FBgn0052105	Lmx1a	BT003467	39406	39406	protein_coding
FBgn0265837	lncRNA:CR44626		19835714	19835714	lncRNA
FBgn0051549	CG31549	AQ073069	40689	40689	protein_coding
FBgn0051278	CG31278	CZ482996	41282	41282	protein_coding
FBgn0030718	ND-20	AA951154	32565	32565	protein_coding
FBgn0085387	shakB		33062	33062	protein_coding
FBgn0030499	CG11178	AW942514	32315	32315	protein_coding
FBgn0286916	lncRNA:CR46416				lncRNA
FBgn0032647	CG15143	BF487401	35062	35062	protein_coding
FBgn0035390	scramb2	AI113955	38362	38362	protein_coding
FBgn0033848	CG13330	BF495148	36501	36501	protein_coding
FBgn0037460	sowi		40809	40809	protein_coding
FBgn0039504	CG14260		43287	43287	protein_coding
FBgn0266540	CG45101		19834824	19834824	protein_coding
FBgn0032243	Klp31E	AI061718	34422	34422	protein_coding
FBgn0027356	Amph	CL632186	36383	36383	protein_coding
FBgn0266433	CG45063		19835490	19835490	protein_coding
FBgn0050062	CG30062		246428	246428	protein_coding
FBgn0037100	CapaR	AC010701	40393	40393	protein_coding
FBgn0051913	CG31913	AI947116	319023	319023	protein_coding
FBgn0029964	CG1409	AY113329	31689	31689	protein_coding
FBgn0263981	asRNA:CR43730		14462594	14462594	lncRNA
FBgn0001202	hook	U48362	35169	35169	protein_coding
FBgn0266830	lncRNA:CR45292		19835173	19835173	lncRNA
FBgn0050083	CG30083		246444	246444	protein_coding
FBgn0064115	GatC	AX093888	3772218	3772218	protein_coding
FBgn0003969	vap	CZ490588	32569	32569	protein_coding
FBgn0036688	Fit2	CL528116	39907	39907	protein_coding
FBgn0000659	fkh	DQ017435	43383	43383	protein_coding
FBgn0038349	AOX3	AW940773	41896	41896	protein_coding
FBgn0036999	isoQC	BT016015	40270	40270	protein_coding
FBgn0050377	CG30377	AW941169	50252	50252	protein_coding
FBgn0034377	CG15071		37153	37153	protein_coding
FBgn0034082	CG10734	AI945243	36787	36787	protein_coding
FBgn0266111	ana3	CZ489298	36341	36341	protein_coding
FBgn0263451	asRNA:CR43474		12798513	12798513	lncRNA
FBgn0036220	CG5897		39346	39346	protein_coding
FBgn0021800	Reph	CZ470543	47399	47399	protein_coding
FBgn0032669	CG15155		35087	35087	protein_coding
FBgn0038888	CheB93a		42540	42540	protein_coding
FBgn0261526	NT1	AY119155	38558	38558	protein_coding
FBgn0035877	CG7083		38943	38943	protein_coding
FBgn0086029	snoRNA:Me18S-A1597	AJ784397	5740670	5740670	sncRNA
FBgn0016797	fz2	U65589	40090	40090	protein_coding
FBgn0267736	asRNA:CR46067		26067384	26067384	lncRNA
FBgn0035737	Cpr65Ec	BT015995	38775	38775	protein_coding
FBgn0038694	CG5217	AI944469	42311	42311	protein_coding
FBgn0026401	Nipped-B	AF114160	3355136	3355136	protein_coding
FBgn0262414	mir-4	AJ421762	12798355	12798355	sncRNA
FBgn0287218	CG46448				protein_coding
FBgn0026787	Nhe1	AI259557	33167	33167	protein_coding
FBgn0033042	Tsp42A		35515	35515	protein_coding
FBgn0041174	Vhl	AY075555	53433	53433	protein_coding
FBgn0003701	thr	AI532238	37042	37042	protein_coding
FBgn0053884	His2B:CG33884		3771957	3771957	protein_coding
FBgn0031776	Pfdn1	AI945925	33857	33857	protein_coding
FBgn0286872	CG46394				protein_coding
FBgn0034481	CG11041		37278	37278	protein_coding
FBgn0262338	mir-2499		12798177	12798177	sncRNA
FBgn0019650	toy	AF433804	43833	43833	protein_coding
FBgn0035601	Uev1A	AY060384	38613	38613	protein_coding
FBgn0083956	CG34120	AY113203	318066	318066	protein_coding
FBgn0265797	lncRNA:CR44586		19836239	19836239	lncRNA
FBgn0034159	CG15615		36882	36882	protein_coding
FBgn0267902	CR46190				pseudogene
FBgn0033210	U2A	AY071516	35713	35713	protein_coding
FBgn0265691	lncRNA:CR44498		19835340	19835340	lncRNA
FBgn0265314	asRNA:CR44287		19836052	19836052	lncRNA
FBgn0038129	TBC1D5	AA390390	41628	41628	protein_coding
FBgn0013531	MED20	CZ483432	43952	43952	protein_coding
FBgn0034629	Acox57D-d	AA817063	37446	37446	protein_coding
FBgn0029664	CG10802	AW942278	31318	31318	protein_coding
FBgn0032014	CG7840	AW943258	34136	34136	protein_coding
FBgn0264947	asRNA:CR44116		14462721	14462721	lncRNA
FBgn0038766	CG4854	AY071660	42391	42391	protein_coding
FBgn0029596	CG14054	CZ485472	31172	31172	protein_coding
FBgn0263332	asRNA:CR43413		12798003	12798003	lncRNA
FBgn0262307	mir-990		12798322	12798322	sncRNA
FBgn0038868	CG5862	AY060740	42516	42516	protein_coding
FBgn0265858	lncRNA:CR44647		19835551	19835551	lncRNA
FBgn0264339	CG43795	BG640939	5740629	5740629	protein_coding
FBgn0035484	CG11594	AI135311	38473	38473	protein_coding
FBgn0030993	Mec2	CZ489033	32905	32905	protein_coding
FBgn0040010	CG17493	AY089597	3355126	3355126	protein_coding
FBgn0015778	rin	BF490942	47998	47998	protein_coding
FBgn0036941	CG7335	BF495805	40203	40203	protein_coding
FBgn0262370	mir-7	AJ421767	12798133	12798133	sncRNA
FBgn0038122	CG8138	CZ483477	41619	41619	protein_coding
FBgn0265644	lncRNA:CR44451		19835161	19835161	lncRNA
FBgn0040719	CG15357		50192	50192	protein_coding
FBgn0051103	CG31103		43030	43030	protein_coding
FBgn0030053	CG12081	AY119599	31799	31799	protein_coding
FBgn0046214	vig2	AI534100	43016	43016	protein_coding
FBgn0265349	Sfp33A4	CB305221	8674007	8674007	protein_coding
FBgn0037389	CR10991		40730	40730	pseudogene
FBgn0259846	Su(Ste):CR42415		7354448	7354448	lncRNA
FBgn0284083	CG46305		30522394	30522394	protein_coding
FBgn0016762	angel	X85743	37748	37748	protein_coding
FBgn0263322	CG43403		12798530	12798530	protein_coding
FBgn0053012	CG33012		36342	36342	protein_coding
FBgn0002862	Mst87F	AI946344	41693	41693	protein_coding
FBgn0034321	CG14502	AW942055	37092	37092	protein_coding
FBgn0267511	28SrRNA-Psi:CR45851				pseudogene
FBgn0083966	CG34130		4379866	4379866	protein_coding
FBgn0029752	TrxT	AI945219	31443	31443	protein_coding
FBgn0264891	lncRNA:CR44082		14462719	14462719	lncRNA
FBgn0003068	per	AY048029	31251	31251	protein_coding
FBgn0046696	RNaseP:RNA	AF434763	3772418	3772418	sncRNA
FBgn0038527	CG14324	AY113452	42119	42119	protein_coding
FBgn0033195	CG1360	BT010261	35695	35695	protein_coding
FBgn0039355	CG4730	BI242835	43099	43099	protein_coding
FBgn0267489	PRY	BK006442	26067055	26067055	protein_coding
FBgn0035216	CG9168		38163	38163	protein_coding
FBgn0265689	lncRNA:CR44496		19835474	19835474	lncRNA
FBgn0016078	wun	AQ073721	35966	35966	protein_coding
FBgn0020392	Nmt	AI516416	38909	38909	protein_coding
FBgn0036260	Rh7	CZ483593	39389	39389	protein_coding
FBgn0013301	ProtB	Z46785	34867	34867	protein_coding
FBgn0263980	Stacl		5740318	5740318	protein_coding
FBgn0035486	Gr64d		3772638	3772638	protein_coding
FBgn0262302	mir-954		12798287	12798287	sncRNA
FBgn0266009	lncRNA:CR44782		19835303	19835303	lncRNA
FBgn0085253	CG34224		5740585	5740585	protein_coding
FBgn0015379	dod	Z83517	33111	33111	protein_coding
FBgn0030364	Lsm12a	AW941606	32167	32167	protein_coding
FBgn0051324	CG31324	AY119655	43177	43177	protein_coding
FBgn0034500	CG11200	AI388830	37301	37301	protein_coding
FBgn0264989	CG44140		14462774	14462774	protein_coding
FBgn0027082	ProRS-m	BT003289	38331	38331	protein_coding
FBgn0014340	mof	AY102685	31518	31518	protein_coding
FBgn0036414	FBgn0036414	AY262004	39571	39571	protein_coding
FBgn0035328	yellow-g2		38295	38295	protein_coding
FBgn0267614	asRNA:CR45952		26067279	26067279	lncRNA
FBgn0034364	CG5493	BI563943	37139	37139	protein_coding
FBgn0035146	CG13893	AY071641	38074	38074	protein_coding
FBgn0036587	CG4950		39783	39783	protein_coding
FBgn0037454	CG1137	AI946038	40803	40803	protein_coding
FBgn0039929	CG11076	BI216930	43830	43830	protein_coding
FBgn0036206	CG5964	BF489910	39330	39330	protein_coding
FBgn0265577	IBIN		19835457	19835457	protein_coding
FBgn0040985	CG6115	AI386622	50459	50459	protein_coding
FBgn0039916	Ekar	BI574390	43806	43806	protein_coding
FBgn0265611	asRNA:CR44429		19834866	19834866	lncRNA
FBgn0011280	Obp19d	BI626938	33040	33040	protein_coding
FBgn0039034	Or94b	BD268295	42712	42712	protein_coding
FBgn0033723	CG13155		36346	36346	protein_coding
FBgn0266158	lncRNA:CR44864		19836063	19836063	lncRNA
FBgn0053627	CG33627		3772219	3772219	protein_coding
FBgn0040513	kappaB-Ras	BI567892	35667	35667	protein_coding
FBgn0036969	Spn77Bb		40235	40235	protein_coding
FBgn0052100	CG32100	AI946193	39400	39400	protein_coding
FBgn0031049	Sec61gamma	AY070594	32968	32968	protein_coding
FBgn0034530	Rcd6	AW942555	37332	37332	protein_coding
FBgn0266363	CG45011		19835723	19835723	protein_coding
FBgn0037677	CG12951		41110	41110	protein_coding
FBgn0039257	tnc	BI585381	42990	42990	protein_coding
FBgn0030683	Mvd	AW942160	32520	32520	protein_coding
FBgn0029898	CG14439	CZ489231	31614	31614	protein_coding
FBgn0031882	Rab30	BI230754	33988	33988	protein_coding
FBgn0267551	asRNA:CR45891		26067219	26067219	lncRNA
FBgn0035909	ergic53	AW943665	44679	44679	protein_coding
FBgn0015621	Clp	AC004546	33259	33259	protein_coding
FBgn0011826	Pp2B-14D	AA201519	32624	32624	protein_coding
FBgn0263985	CR43734				pseudogene
FBgn0028480	CG17841	AF181646	31965	31965	protein_coding
FBgn0035643	CG13287		38660	38660	protein_coding
FBgn0265629	CG44437		19835393	19835393	protein_coding
FBgn0028570	robl22E	AC004276	33412	33412	protein_coding
FBgn0086079	snoRNA:Me28S-A774a	AJ784359	5740171	5740171	sncRNA
FBgn0029993	CG1571	AY118275	31725	31725	protein_coding
FBgn0011715	Snr1	AQ026168	40657	40657	protein_coding
FBgn0030973	CG7332	AI455485	32885	32885	protein_coding
FBgn0037716	Son	BF502979	41159	41159	protein_coding
FBgn0051561	Osi16		318801	318801	protein_coding
FBgn0261111	BHD	AI531398	38793	38793	protein_coding
FBgn0035473	mge	AI239143	38459	38459	protein_coding
FBgn0030800	Nprl2	AW943513	32677	32677	protein_coding
FBgn0266430	CG45060		19835394	19835394	protein_coding
FBgn0036502	CG7841	CZ474026	39672	39672	protein_coding
FBgn0028708	Mst85C	BI367879	41089	41089	protein_coding
FBgn0052109	CG32109	BH840638	39444	39444	protein_coding
FBgn0032754	CG10700	BH740833	35183	35183	protein_coding
FBgn0259228	C3G	AQ025539	31618	31618	protein_coding
FBgn0036859	CG14085		40099	40099	protein_coding
FBgn0034828	CG13545		37675	37675	protein_coding
FBgn0030478	CG1640	CZ477592	32292	32292	protein_coding
FBgn0026385	Or47b	BD268326	36212	36212	protein_coding
FBgn0286723	hll	AY095523	34822	34822	protein_coding
FBgn0015834	eIF3i	AA820418	33710	33710	protein_coding
FBgn0038890	CG7956	AY119613	42545	42545	protein_coding
FBgn0011259	Sema1a	L26082	34192	34192	protein_coding
FBgn0036364	CG14109	BI619139	39512	39512	protein_coding
FBgn0051407	CG31407	AI946955	318716	318716	protein_coding
FBgn0025692	Lfg	BT015208	36418	36418	protein_coding
FBgn0053319	CR33319	AI945671			pseudogene
FBgn0262882	CG43237		12798327	12798327	protein_coding
FBgn0015001	iotaTry	BI578387	36223	36223	protein_coding
FBgn0267290	lncRNA:CR45726		19836223	19836223	lncRNA
FBgn0010407	Ror	L20297	34367	34367	protein_coding
FBgn0265595	CG44422	AJ569546	32063	32063	protein_coding
FBgn0039694	fig	AI297746	43511	43511	protein_coding
FBgn0045063	fdl	AF323977	250735	250735	protein_coding
FBgn0267485	asRNA:CR45835		26067163	26067163	lncRNA
FBgn0037648	CG11975	CZ475175	41074	41074	protein_coding
FBgn0040076	primo-2	AY089477	3772427	3772427	protein_coding
FBgn0266214	lncRNA:CR44909		19835484	19835484	lncRNA
FBgn0037569	tex	AY118857	40983	40983	protein_coding
FBgn0035170	dpr20	AI293316	38101	38101	protein_coding
FBgn0262624	Tmhs	AY052063	38251	38251	protein_coding
FBgn0052820	CG32820		318227	318227	protein_coding
FBgn0032123	Oatp30B	CZ476764	34268	34268	protein_coding
FBgn0037584	CG7963		41001	41001	protein_coding
FBgn0067628	CG33331	BI165131	2768668	2768668	protein_coding
FBgn0266623	asRNA:CR45130		19835077	19835077	lncRNA
FBgn0266041	asRNA:CR44806		19835270	19835270	lncRNA
FBgn0266796	lncRNA:CR45258		19835692	19835692	lncRNA
FBgn0052641	CG32641		318135	318135	protein_coding
FBgn0039402	Vps2	AW940619	43164	43164	protein_coding
FBgn0050093	COX6AL	AI944492	246451	246451	protein_coding
FBgn0003731	Egfr	AY461243	37455	37455	protein_coding
FBgn0052557	Mco4	AY071543	326221	326221	protein_coding
FBgn0050159	CG30159	AW940666	35611	35611	protein_coding
FBgn0262508	CG43078	CZ479540	38981	38981	protein_coding
FBgn0039156	CG6178	AY060906	42867	42867	protein_coding
FBgn0024958	Irp-1A	AI456271	42689	42689	protein_coding
FBgn0035985	Cpr67B	AI520636	39081	39081	protein_coding
FBgn0035769	CTCF	AY499246	38817	38817	protein_coding
FBgn0036786	skl	BI172111	40016	40016	protein_coding
FBgn0264271	lncRNA:CR43771		14462578	14462578	lncRNA
FBgn0085812	lncRNA:CR41601		5740627	5740627	lncRNA
FBgn0031713	Coq6	AI403327	33777	33777	protein_coding
FBgn0005278	Sam-S	CZ476709	48552	48552	protein_coding
FBgn0031730	CG7236		33798	33798	protein_coding
FBgn0265184	CG44249		19834761	19834761	protein_coding
FBgn0032222	CG5037	AA979357	34394	34394	protein_coding
FBgn0053792	CG33792		3772111	3772111	protein_coding
FBgn0261602	RpL8	BI240879	44251	44251	protein_coding
FBgn0002989	okr	Y10229	33507	33507	protein_coding
FBgn0034808	CG9896	AY113481	37652	37652	protein_coding
FBgn0067317	Cby		42574	42574	protein_coding
FBgn0015550	tap	AF022883	39935	39935	protein_coding
FBgn0001285	Jon44E	BI229636	35853	35853	protein_coding
FBgn0030341	p24-1	AY071410	32140	32140	protein_coding
FBgn0050005	GstT2	CZ483356	246386	246386	protein_coding
FBgn0266652	lncRNA:CR45159		19835308	19835308	lncRNA
FBgn0050430	CG30430	BE662006	246610	246610	protein_coding
FBgn0262361	CG43059		12798369	12798369	protein_coding
FBgn0033184	mEFTu2	BF493081	35681	35681	protein_coding
FBgn0267951	lncRNA:CR46231		26067542	26067542	lncRNA
FBgn0261294	CheB74a		3772073	3772073	protein_coding
FBgn0052305	CG32305		317967	317967	protein_coding
FBgn0266034	lncRNA:CR44799		19835166	19835166	lncRNA
FBgn0001978	stc	AF145679	34888	34888	protein_coding
FBgn0004359	T48	CZ478137	43235	43235	protein_coding
FBgn0264309	CG43784		19835131	19835131	protein_coding
FBgn0265824	lncRNA:CR44613		19835624	19835624	lncRNA
FBgn0030809	Ubr1	AY094815	32687	32687	protein_coding
FBgn0033943	CG12869	CZ470706	36616	36616	protein_coding
FBgn0011284	RpS4	D16257	39484	39484	protein_coding
FBgn0028474	CG4119	AI455349	31481	31481	protein_coding
FBgn0031148	Cbs	AI455144	33081	33081	protein_coding
FBgn0243514	eater	AA567902	43262	43262	protein_coding
FBgn0040777	CG14767	AW944261	50250	50250	protein_coding
FBgn0036646	CR18217	BI232377	39852	39852	pseudogene
FBgn0266312	lncRNA:CR44977		19836046	19836046	lncRNA
FBgn0037707	RnpS1	AI944481	41147	41147	protein_coding
FBgn0003934	snRNA:U5:23D	K03096	3772228	3772228	sncRNA
FBgn0267628	lncRNA:CR45966		26067293	26067293	lncRNA
FBgn0052801	CG32801		31152	31152	protein_coding
FBgn0030187	Ipod	AI518507	31954	31954	protein_coding
FBgn0031952	cdc14	CZ476323	34067	34067	protein_coding
FBgn0283429	CR46272				pseudogene
FBgn0030186	CG2962		31952	31952	protein_coding
FBgn0266667	Exo70	AA263763	38959	38959	protein_coding
FBgn0040089	meso18E	CL525965	53448	53448	protein_coding
FBgn0031417	CG3597	AY094925	33420	33420	protein_coding
